id,username,name,deg
215271396,darkdimius,Dmitry Petrashko,2375
539738748,lkysow,Luke Kysow,828
75010581,rickydjit,Riccardo Merolla,93
54490597,ktosopl,Konrad ‘ktoso’ Malawski,85
2553304388,li_haoyi,Li Haoyi,80
2103471,andreaskapp,Andreas Kapp,77
18432029,tinyrobots,tinyrobots,72
2855222812,david_dikker,ddikker,71
4188271,naonaoyh,袁宏,70
18160154,jboner,Jonas Bonér,67
1683657086,YongqiaoCheng,sioncheng,66
1238971100,overopshq,OverOps,61
24999933,MichaelPNash,Michael Nash,61
20487336,marektomas,Marek Tomáš,60
295976669,joescii,Joe Daniel Barnes,60
47754999,andanthor,Alejandro Lujan,59
18307800,stonegao,Stone Gao,59
56078861,rolandkuhn,Roland Kuhn,58
20013285,alexcruise,Agh,57
186662749,DtuttleO,Daniel Tuttle,54
109266725,dd_digz,(((David Dikker))),48
431984720,BoldRadius,BoldRadius Solutions,47
316499548,pepness,Forastero,43
15148639,Madhur_Kumar,Maddy,43
26729093,yangmw,Wayne,41
13334762,github,GitHub,36
24567991,ConorFennell,Conor Fennell,36
326217398,AdamRMurray,Adam Murray,35
396051709,l2cluster,Ron,34
3091772031,markcanlasnyc,Mark Canlas,33
3680791,rainbowlesions,Eric Lee,30
85144437,kvnwbbr,Kevin Webber,29
81970196,Mkelland,Mike Kelland,28
962580492032794625,vrjfsyi,vrjfsyi,25
468399824,mfilippovich,Maxim Filippovich,24
126226388,jaykreps,Jay Kreps,24
1098285636,coolhazcker,Dåniil Migachøv,24
30405490,mmabbascairo,Mohamed Abbas,24
215789787,s_tsimbalyuk,Sergiy Tsimbalyuk,23
303346902,dordogh,Dorothy Ordogh,23
6603532,b0rk,🔎Julia Evans🔍,23
2853504026,ShadowsM1nd,Alexandr Oshlakov,23
2655613717,ScalaDownunder,Scala Downunder,23
165516388,dhruvy2010,Krishna,22
6788142,cewood,Cameron Wood,22
11423042,raise007,蜗牛,21
1136543052703703040,Mykobor1,Mykobor,20
196185011,Gneotux,Giancarlo Muñoz,20
999991710,bohtvaroh,Alexander Semenov,20
5505502,eddsteel,Edd,20
15467458,Sadache,Sadek Drobi,20
870017281040019456,pixelitystudio,Pixelity,19
2226217831,AZhoraven,Andrei.Z,19
