id,username,name,deg
378011650,ChrisZie_,Christine Zierold,1
18350856,anahitapolis,Anahita,1
37399446,sujitpatra,Sujit,1
27789148,vietwow,Viet Nguyen Chan,1
14157728,aharden,Alex Harden,1
67635407,chewrocca,ϻ.ʀ. ғɪɴe,1
76551483,Feld0,Feld0,1
2526549780,basicdesignvan,Basic Design,1
5773152,joshholmes,Josh Holmes,1
6031,kartar,James Turnbull,1
107486386,rdli,Richard Li,1
85990802,JessicaKaralash,Jessica Karalash,1
242753006,landiluc,Luca Landi,1
110108604,jrasell,𝓙𝓪𝓶𝓮𝓼 𝓡𝓪𝓼𝓮𝓵𝓵 🇬🇧 🇪🇸 🇪🇺,1
8739,artlung,Joe Crawford,1
3286770860,CloudNativeFdn,CNCF,2
35136908,seshupasam,Seshu Pasam,1
1698178614,geitravi27,Ravi ,1
109586125,jfacow,Илья,1
17311483,benmmurphy,benmmurphy,2
10130,mparaz,Miguel Paraz,18
10718,topfunky,Geoffrey Grosenbach,3
3680791,rainbowlesions,Eric Lee,30
10821,bmann,Boris Mann,4
13697,obeattie,Oliver Beattie,3
2900899545,datawireio,datawire.io,6
1063491,kennethormandy,Kenneth Ormandy,1
442514025,sam_achmed,Achmad Samsudin,1
17316566,jeremeamia,Jeremy Lindblom,2
1006670230121152512,1987patshewey,Pat Shewey,1
425737303,FYazkan,yazkan,1
14171465,raykao,Ray Kao 🇨🇦,3
15220128,ehaselwanter,Edmund Haselwanter,4
2540715720,mekenthompson,Ken Thompson,1
26230646,john_dara,John Brennan,1
11027792,dgolovan,Denis Golovan,4
958712812599037952,rsenchal,Romain S.,1
9980812,igrigorik,Ilya Grigorik,4
19853,rk,Ryan King,2
537940064,sopel77,Michael Smith,1
2553304388,li_haoyi,Li Haoyi,80
3363329374,nicocesar_,Nico Cesar,1
26729093,yangmw,Wayne,41
2339397540,AtomEditor,Atom Editor,7
620673697,srifromsj,sridhar,1
56124101,rei_colina,Rei Colina,1
8939772,theBrc007,Brian Christie,2
64514753,deepakalani,Deepa Kalani,1
3174141,mechastorm,Shih Oon Liong,1
15232861,kecorbin,Kevin Corbin,1
1638953564,Ryan_tooFair,Ryan Faircloth,1
152073070,the_blau,Brandon Lau,1
2393404436,yanik_berube,Yanik Berube,17
14185535,acornies,Acorn ❄️☃️❄️,1
29390240,ryanisnan,Ryan West,1
40925502,ooshma,Ooshma Garg,1
1319139678,shahbaz_nazir,Shahbaz Nazir,1
111416485,marktvoelker,Mark T. Voelker,1
123764215,nikovirtala,Niko Virtala 👨‍🏭,1
766754593405534208,TSgt_Green,Blake Green,1
962580492032794625,vrjfsyi,vrjfsyi,25
8946242,excsm,excsm,2
395347252,tweetsoutcloud,Philipp,1
709367408,jt7d,Jennine Townsend,1
3222833269,CraisieRunner,Toni Craise,1
345542376,WrathOfChris,Chris Maxwell is in Tokyo,2
75010581,rickydjit,Riccardo Merolla,93
712254424635326465,iamvlaaaaaaad,Vlad Ionescu,1
